total_rematches,loser_won_rematch,reversal_rate_pct,avg_weight_pull_lb,avg_rematch_furlongs,run_at,season_from,season_to
16795,6517,38.80321524263174,5.171241440905031,8.058730682833094,2026-08-14 00:13:30,2021-01-01,2026-08-14
